查询_8000C码率查询_20160325133831
测量类型:,码率级别 
查询时间:,2016-03-25 00:00:00 - 2016-03-26 00:00:00
制表人:,admin
制表时间:,2016-03-25 13:38:31
序号,开始时间,结束时间,查询粒度,网元位置,VOD用户数,VOD流量(kbps),TVOD用户数,TVOD流量(kbps),TSTV用户数,TSTV流量(kbps)
168,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",494,1075100,362,715072,128,391632
169,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",154,354300,162,298144,68,203432
170,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",224,496700,129,263160,55,196000
171,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",347,835000,293,590040,120,392400
172,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",444,1000500,350,611864,141,411016
173,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",542,1229200,341,704168,156,493416
174,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",487,1149300,380,733800,156,472280
175,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",570,1332400,353,693400,119,353440
176,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",611,1395900,318,584936,132,393864
177,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",208,538200,134,274768,43,136768
178,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",3,11300,65,117232,12,31864
179,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop2-2",704,1785800,378,715824,179,532920
180,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",453,967100,236,424888,102,299064
181,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",4,13000,185,548488,16,66088
182,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",341,891200,163,327008,86,261600
183,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",445,970800,274,530824,100,299936
184,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",630,1397100,308,573856,143,469128
185,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",552,1314100,339,628912,137,375224
186,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",128,278700,93,195224,31,99680
187,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",375,840300,224,393784,34,103264
188,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",217,497800,133,225712,37,102784
189,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",282,564800,180,317496,38,104144
190,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",4,13300,54,161928,25,72256
191,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",20,52200,0,0,1,8176
192,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",327,829000,164,332448,39,114360
193,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",278,677400,159,272336,50,145032
194,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",6,10200,68,203720,6,38480
195,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",451,1026100,242,482168,108,314960
196,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",383,983500,183,405632,80,252632
197,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"三期四期扩容,pdpop2-3",0,0,11,22000,0,0
198,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",30,63600,11,17728,5,11776
199,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",50,103700,28,47672,13,35920
200,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",185,451100,142,295264,31,90880
201,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",313,723300,248,457040,102,307472
202,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",11,24700,65,371880,53,204456
203,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",366,887000,201,345328,92,263072
204,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",408,891700,251,481240,95,297376
205,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",433,1014400,286,559120,114,331784
206,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",193,433000,123,234648,30,89152
207,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",234,478300,128,226584,17,50528
208,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",316,784800,151,292928,20,56272
209,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",217,542500,156,309000,61,166300
210,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",3,5100,48,80232,5,13168
211,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",0,0,1,8176,0,0
212,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",350,842200,222,433752,69,224192
213,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",469,971100,191,403648,73,227008
214,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",339,828000,178,341512,62,180880
215,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",432,1035500,199,406160,66,219776
216,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",4,13000,80,246432,22,114864
217,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",253,646000,136,275616,28,78728
218,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",244,606300,142,274808,45,142896
219,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",406,1021600,253,465816,89,287288
220,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",592,1580600,426,867744,143,445512
221,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",513,1297300,334,708920,124,390608
222,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",333,918600,246,493560,97,300976
223,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",4,12400,0,0,29,95728
224,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",113,309400,113,251552,28,89600
225,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",27,63600,476,1912888,11,56888
226,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",184,472700,170,332360,34,96584
227,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",287,779600,200,377416,47,151464
228,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",8,25200,2,9904,1,2888
229,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",246,628400,221,423464,60,192528
230,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",329,849600,270,566240,75,222008
231,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",13,21300,0,0,0,0
232,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",237,612900,208,406632,53,161104
233,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",481,1263400,362,725024,85,275952
234,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",315,830100,235,459408,58,201704
235,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",231,565800,231,470592,55,182240
236,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",341,915900,283,573928,43,150240
237,2016-03-25 00:30:00,2016-03-25 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",8,25800,46,111392,11,40352
238,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",372,918300,254,562112,92,302864
239,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",430,1006600,237,474488,141,402672
240,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",143,362700,182,327720,0,0
241,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",362,860600,259,535496,131,407488
242,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",470,1118900,291,562264,98,300552
243,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",521,1256200,339,729600,165,506960
244,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",280,629500,135,256816,86,233776
245,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",499,1015000,292,528296,175,449968
246,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",361,647300,107,211360,90,243200
247,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",464,1011700,338,648712,127,388800
248,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",150,353800,144,264816,68,203432
249,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",208,482500,115,236016,54,193136
250,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",325,791600,267,527296,116,380960
251,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",434,970800,316,557360,136,396696
252,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",515,1164400,319,655832,153,479296
253,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",483,1148700,321,618872,152,455392
254,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",540,1275400,314,623208,117,347712
255,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",592,1357700,289,552576,135,407768
256,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",197,513200,118,246448,43,138024
257,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",3,11300,56,101200,12,33072
258,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop2-2",684,1714700,356,677080,177,527224
259,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",444,945700,211,377672,98,288864
260,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",4,13000,166,502352,15,63232
261,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",327,848500,142,285016,86,260376
262,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",433,957500,247,474120,101,302792
263,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",605,1330300,277,520304,143,474496
264,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",506,1217100,297,552552,136,369920
265,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",113,240700,80,160528,29,93984
266,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",349,784300,193,340608,33,100440
267,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",202,466900,116,191168,35,97000
268,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",265,537000,159,282232,37,101216
269,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",3,5100,52,165200,26,80432
270,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",17,47100,0,0,1,8176
271,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",315,796100,157,321184,37,108632
272,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",271,652900,146,248840,48,139320
273,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",6,10200,64,185216,5,30280
274,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",446,992800,206,398592,111,323648
275,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",374,968400,164,366304,80,252624
276,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"三期四期扩容,pdpop2-3",0,0,12,24000,0,0
277,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",31,65300,13,20960,5,11776
278,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",48,106500,28,47704,13,35920
279,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",180,435600,126,256000,32,92880
280,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",296,695100,220,403096,104,318520
281,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",12,26400,62,365688,51,193416
282,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",351,836900,190,334704,92,257752
283,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",390,867200,233,450632,95,297352
284,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",410,969000,269,522344,112,332616
285,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",182,414500,112,216064,30,89176
286,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",225,444400,120,221224,16,47648
287,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",294,741100,133,255648,18,50504
288,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",207,525700,140,275200,55,151300
289,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",4,6800,43,71992,5,13168
290,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",0,0,1,8176,0,0
291,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",341,812400,199,401136,66,210208
292,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",444,929000,172,376384,73,227032
293,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",333,806000,164,322592,62,180880
294,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",408,951100,173,342960,70,230048
295,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",4,12900,76,258216,21,100160
296,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",247,629700,122,245200,30,84448
297,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",228,584700,116,225632,46,151080
298,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",387,964800,228,426120,86,280032
299,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",564,1489700,384,748936,140,436952
300,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",480,1190900,315,695768,123,398440
301,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",318,880600,225,446768,92,287960
302,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",8,19200,0,0,27,89992
303,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",106,285200,94,200520,27,86752
304,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",26,62100,422,1701024,11,56888
305,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",175,450700,146,274136,33,94952
306,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",271,734600,180,336600,47,146136
307,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",6,22000,2,9904,1,2888
308,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",228,585000,196,382080,60,197848
309,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",306,785800,243,516824,75,227296
310,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",13,27900,0,0,0,0
311,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",222,599500,177,357032,51,155344
312,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",442,1191200,325,661656,84,273048
313,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",295,784900,200,409640,58,200456
314,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",214,549200,198,395648,54,179408
315,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",315,828200,257,518984,43,155624
316,2016-03-25 00:45:00,2016-03-25 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",11,37100,47,119568,10,38352
317,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",347,856700,220,497264,90,291832
318,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",405,939500,214,431752,143,408328
319,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",126,371500,169,305944,0,0
320,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",346,820900,235,476952,129,401904
321,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",441,1026300,270,552512,94,290280
322,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",524,1261700,308,646600,164,503960
323,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",270,606400,122,235400,85,230920
324,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",487,982300,267,485672,172,445024
325,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",347,623700,99,198184,90,241944
326,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",451,983400,302,575928,124,374832
327,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",149,352200,129,240408,67,200576
328,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",211,493600,108,221776,52,187416
329,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",302,740300,243,483952,114,375232
330,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",409,909800,277,494272,135,393840
331,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",489,1102200,298,607920,147,461880
332,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",450,1055400,296,581016,143,429328
333,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",512,1228700,285,562792,113,336288
334,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",571,1303700,270,520536,133,402040
335,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",188,492200,107,223312,41,133568
336,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",2,9600,50,90120,13,35928
337,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop2-2",654,1589500,324,622536,173,517024
338,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",432,907200,191,337392,97,286008
339,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",12,26500,152,463240,14,60376
340,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",309,792800,140,279400,87,268552
341,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",412,909700,222,433480,98,295448
342,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",578,1272800,252,475408,144,477376
343,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",485,1169500,264,483480,132,360944
344,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",110,229700,71,145704,29,93984
345,2016-03-25 01:00:00,2016-03-25 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",338,754000,170,301712,33,100440
