序号,开始时间,结束时间,查询粒度,网元位置,磁盘总容量(MB),磁盘剩余容量(MB)
1279,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",85841910,21502534
1280,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",121132413,57177298
1281,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",123993870,56992723
1282,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",114455880,23824621
1283,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",114455880,43844503
1284,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",122086272,51194394
1285,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",125901468,45181974
1286,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",64854612,23051202
1287,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",125871661,44479342
1288,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",125901468,42466155
1289,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",101102694,22852633
1290,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",120178674,59090464
1291,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",114455880,23944638
1292,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",61993275,12089177
1293,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",122086272,44886362
1294,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",78211518,27505028
1295,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",125901468,23585220
1296,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",82026714,16669304
1297,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",122086272,38915119
1298,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",60085557,16851638
1299,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",87749508,31121794
1300,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",59131938,18268093
1301,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",122086272,43869533
1302,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",110640684,23090682
1303,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",78211518,15405800
1304,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",118271076,19371095
1305,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",123993870,40106263
1306,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",125901468,51790822
1307,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",80119159,24277021
1308,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",95379900,24312436
1309,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",123993870,50152816
1310,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",116363478,44298088
1311,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",116363478,41103936
1312,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",56270601,10708162
1313,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",123993870,42280485
1314,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",110640684,54320552
1315,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",120178674,38211540
1316,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",123993870,43080124
1317,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",106825488,38451135
1318,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",91564704,14057820
1319,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",18121041,2345602
1320,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",61993275,20613474
1321,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",123993870,45011944
1322,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,ZXUSS_VS8000CID=高生直播转码,5722794,4507368
1323,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",125901468,46730594
1324,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",63900633,22653417
1325,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",60085557,21132793
1326,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",125901468,45747748
1327,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",125901468,43682830
1328,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",80119116,24759346
1329,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",123993870,40358576
1330,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",125901468,42070549
1331,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",120178674,48010709
1332,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",55317222,7752129
1333,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",123993870,45307706
1334,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",76303920,15260874
1335,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",61039296,12086961
1336,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",122086272,28126385
1337,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",80119116,18410089
1338,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",101102694,35988959
1339,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",125901468,43452092
1340,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",122086272,34227439
1341,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",123993870,44126935
1342,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",116303864,37818055
1343,2016-07-27 04:00:00,2016-07-27 04:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",120178674,44728951
1344,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",125901468,43518182
1345,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",114455880,24037586
1346,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",101102694,22702766
1347,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",101102694,36067040
1348,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",116303864,37750027
1349,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",125901468,42581069
1350,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",123993870,40296477
1351,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",125871661,44430761
1352,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",123993870,57013278
1353,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",122086272,28228694
1354,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",74396322,17467648
1355,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",64854612,22985239
1356,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",106825488,38397603
1357,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",85841910,21485599
1358,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",120178674,38132746
1359,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",122086272,43988199
1360,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",91564704,14170337
1361,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",120178674,44604408
1362,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",120178674,59030270
1363,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",121132413,57130300
1364,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",95379900,24429505
1365,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",125901468,41596039
1366,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",110640684,23175441
1367,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",61039296,12028221
1368,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",125901468,43732966
1369,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",123993870,43010361
1370,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",120178674,47569954
1371,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",80119116,24702617
1372,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",125901468,45679321
1373,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",123993870,44989896
1374,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",125901468,44054426
1375,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",114455880,43871249
1376,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",87749508,30766917
1377,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",61993275,20552086
1378,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",78211518,27435989
1379,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",110640684,33671407
1380,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",114455880,23769563
1381,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",125901468,47030416
1382,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",123993870,50013262
1383,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",116363478,41139714
1384,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",125901468,41976165
1385,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",116363478,44374742
1386,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",82026714,16603948
1387,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",122086272,38844724
1388,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",125901468,23450238
1389,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",78211518,15335771
1390,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",125901468,46830896
1391,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",118271076,19326255
1392,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",120178674,48060912
1393,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",123993870,41288288
1394,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",56270601,10984957
1395,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",125901468,45496358
1396,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",55317222,7704417
1397,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",112548282,39481874
1398,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",123993870,40064761
1399,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",122086272,51126770
1400,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"三期四期扩容,pdpop2-3",123993870,70547194
1401,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",76303920,15379951
1402,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",123993870,42219308
1403,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",125901468,51731788
1404,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",123993870,45219710
1405,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",125901468,45780091
1406,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,ZXUSS_VS8000CID=高生直播转码,5722794,4507368
1407,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",122086272,34170200
1408,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",60085557,21064333
1409,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",63900633,22582235
1410,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",125901468,45110079
1411,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",123993870,44049753
1412,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",87749508,31059317
1413,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",110640684,54303394
1414,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",60085557,16829041
1415,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",106825488,47794689
1416,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",80119159,24268738
1417,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",59131938,18230924
1418,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",80119116,18358081
1419,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",91564704,37214901
1420,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",122086272,44980862
1421,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",61993275,12204994
1422,2016-07-27 04:15:00,2016-07-27 04:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",18121041,2326635
1423,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",91564704,14122755
1424,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",59131938,18390528
1425,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",122086272,34175319
1426,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",125901468,23270541
1427,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",112548282,39525867
1428,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",78211518,15259756
1429,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",110640684,54229844
1430,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",122086272,28157849
1431,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",87749508,30986368
1432,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",123993870,56917204
1433,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",123993870,43975114
1434,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",125901468,43422692
1435,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",125901468,45144134
1436,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",106825488,38318699
1437,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",125871661,44513170
1438,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",85841910,21427386
1439,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",74396322,17439880
1440,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",120178674,38150303
1441,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,ZXUSS_VS8000CID=高生直播转码,5722794,4507368
1442,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",122086272,51053749
1443,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",125901468,46764724
1444,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",120178674,44720088
1445,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",123993870,44908690
1446,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",95379900,24496609
1447,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",118271076,19362368
1448,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",120178674,58968306
1449,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",123993870,49879440
1450,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"三期四期扩容,pdpop2-3",123993870,70486776
1451,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",76303920,15389955
1452,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",114455880,43799512
1453,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",120178674,48168546
1454,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",125901468,41549237
1455,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",110640684,23255838
1456,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",125901468,43962641
1457,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",60085557,20987231
1458,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",87749508,30855433
1459,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",116363478,41015642
1460,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",80119116,18457978
1461,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",91564704,37060018
1462,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",61039296,11950845
1463,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",125901468,51729302
1464,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",120178674,47450749
1465,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",122086272,45154827
1466,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",101102694,22562093
1467,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",125901468,45497767
1468,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",123993870,43002280
1469,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",61993275,20481720
1470,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",78211518,27365051
1471,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",116363478,44350881
1472,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",82026714,16531852
1473,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",121132413,57304593
1474,2016-07-27 04:30:00,2016-07-27 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",123993870,42125522
